var_name
constant
year
nokken_poole_dim1
nokken_poole_dim2
age
dem_incumbent
dem_prior_vote_share
president
house
senate
median_HH_income
median_age
mortgage_cost
unemp_rate
bachelor_deg_perc
black_perc
HS_diploma_perc
white_perc
redistricted
year^2
year nokken_poole_dim1
year nokken_poole_dim2
year age
year dem_incumbent
year dem_prior_vote_share
year president
year house
year senate
year median_HH_income
year median_age
year mortgage_cost
year unemp_rate
year bachelor_deg_perc
year black_perc
year HS_diploma_perc
year white_perc
year redistricted
nokken_poole_dim1^2
nokken_poole_dim1 nokken_poole_dim2
nokken_poole_dim1 age
nokken_poole_dim1 dem_incumbent
nokken_poole_dim1 dem_prior_vote_share
nokken_poole_dim1 president
nokken_poole_dim1 house
nokken_poole_dim1 senate
nokken_poole_dim1 median_HH_income
nokken_poole_dim1 median_age
nokken_poole_dim1 mortgage_cost
nokken_poole_dim1 unemp_rate
nokken_poole_dim1 bachelor_deg_perc
nokken_poole_dim1 black_perc
nokken_poole_dim1 HS_diploma_perc
nokken_poole_dim1 white_perc
nokken_poole_dim1 redistricted
nokken_poole_dim2^2
nokken_poole_dim2 age
nokken_poole_dim2 dem_incumbent
nokken_poole_dim2 dem_prior_vote_share
nokken_poole_dim2 president
nokken_poole_dim2 house
nokken_poole_dim2 senate
nokken_poole_dim2 median_HH_income
nokken_poole_dim2 median_age
nokken_poole_dim2 mortgage_cost
nokken_poole_dim2 unemp_rate
nokken_poole_dim2 bachelor_deg_perc
nokken_poole_dim2 black_perc
nokken_poole_dim2 HS_diploma_perc
nokken_poole_dim2 white_perc
nokken_poole_dim2 redistricted
age^2
age dem_incumbent
age dem_prior_vote_share
age president
age house
age senate
age median_HH_income
age median_age
age mortgage_cost
age unemp_rate
age bachelor_deg_perc
age black_perc
age HS_diploma_perc
age white_perc
age redistricted
dem_incumbent^2
dem_incumbent dem_prior_vote_share
dem_incumbent president
dem_incumbent house
dem_incumbent senate
dem_incumbent median_HH_income
dem_incumbent median_age
dem_incumbent mortgage_cost
dem_incumbent unemp_rate
dem_incumbent bachelor_deg_perc
dem_incumbent black_perc
dem_incumbent HS_diploma_perc
dem_incumbent white_perc
dem_incumbent redistricted
dem_prior_vote_share^2
dem_prior_vote_share president
dem_prior_vote_share house
dem_prior_vote_share senate
dem_prior_vote_share median_HH_income
dem_prior_vote_share median_age
dem_prior_vote_share mortgage_cost
dem_prior_vote_share unemp_rate
dem_prior_vote_share bachelor_deg_perc
dem_prior_vote_share black_perc
dem_prior_vote_share HS_diploma_perc
dem_prior_vote_share white_perc
dem_prior_vote_share redistricted
president^2
president house
president senate
president median_HH_income
president median_age
president mortgage_cost
president unemp_rate
president bachelor_deg_perc
president black_perc
president HS_diploma_perc
president white_perc
president redistricted
house^2
house senate
house median_HH_income
house median_age
house mortgage_cost
house unemp_rate
house bachelor_deg_perc
house black_perc
house HS_diploma_perc
house white_perc
house redistricted
senate^2
senate median_HH_income
senate median_age
senate mortgage_cost
senate unemp_rate
senate bachelor_deg_perc
senate black_perc
senate HS_diploma_perc
senate white_perc
senate redistricted
median_HH_income^2
median_HH_income median_age
median_HH_income mortgage_cost
median_HH_income unemp_rate
median_HH_income bachelor_deg_perc
median_HH_income black_perc
median_HH_income HS_diploma_perc
median_HH_income white_perc
median_HH_income redistricted
median_age^2
median_age mortgage_cost
median_age unemp_rate
median_age bachelor_deg_perc
median_age black_perc
median_age HS_diploma_perc
median_age white_perc
median_age redistricted
mortgage_cost^2
mortgage_cost unemp_rate
mortgage_cost bachelor_deg_perc
mortgage_cost black_perc
mortgage_cost HS_diploma_perc
mortgage_cost white_perc
mortgage_cost redistricted
unemp_rate^2
