congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
114,House,20301,41,3,AL,200,0,1,"ROGERS, Mike Dennis",R000575,1958,,0.338,0.446,-137.14321,0.88268,1099,60,,0.389,0.33
114,House,21102,41,7,AL,100,0,1,"SEWELL, Terri",S001185,1965,,-0.39,0.404,-178.69954,0.84513,1062,87,,-0.398,0.437
114,House,21192,41,2,AL,200,0,1,"ROBY, Martha",R000591,1976,,0.367,0.659,-91.44035,0.91988,1095,33,,0.398,0.707
114,House,21193,41,5,AL,200,0,1,"BROOKS, Mo",B001274,1954,,0.601,-0.428,-270.13474,0.78535,1118,108,,0.919,-0.395
114,House,21376,41,1,AL,200,0,1,"BYRNE, Bradley",B001289,1955,,0.544,0.304,-111.05105,0.90381,1098,46,,0.518,0.253
114,House,21500,41,6,AL,200,0,1,"PALMER, Gary James",P000609,1954,,0.778,-0.092,-101.53225,0.91333,1120,39,,0.782,-0.16
114,House,29701,41,4,AL,200,0,1,"ADERHOLT, Robert",A000055,1965,,0.361,0.587,-103.25796,0.91125,1111,42,,0.399,0.917
114,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.279,0.014,-173.45773,0.84759,1049,73,,0.291,0.205
114,House,20304,61,8,AZ,200,0,1,"FRANKS, Trent",F000448,1957,,0.749,0.087,-125.06434,0.89197,1094,45,,0.694,-0.044
114,House,20305,61,3,AZ,100,0,1,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.243,-91.99216,0.91619,1051,35,,-0.765,-0.442
114,House,20902,61,1,AZ,100,0,1,"KIRKPATRICK, Ann",K000368,1950,,-0.161,0.005,-261.64714,0.776,1033,121,,-0.25,0.173
114,House,21103,61,4,AZ,200,0,1,"GOSAR, Paul",G000565,1958,,0.62,-0.345,-169.74627,0.85493,1083,68,,0.762,-0.519
114,House,21105,61,6,AZ,200,0,1,"SCHWEIKERT, David",S001183,1962,,0.633,-0.325,-131.05945,0.88948,1119,57,,0.629,-0.393
114,House,21300,61,9,AZ,100,0,1,"SINEMA, Kyrsten",S001191,1976,,-0.107,0.057,-404.35467,0.68936,1087,179,,-0.11,0.135
114,House,21501,61,2,AZ,200,0,1,"McSALLY, Martha",M001197,1966,,0.345,-0.001,-198.62275,0.83815,1125,93,,0.321,0.006
114,House,21502,61,7,AZ,100,0,1,"GALLEGO, Ruben",G000574,1979,,-0.455,-0.018,-79.34685,0.93101,1110,26,,-0.483,-0.013
114,House,29500,61,5,AZ,200,0,1,"SALMON, Matthew James",S000018,1958,,0.673,-0.272,-162.72287,0.862,1092,62,,0.637,-0.32
114,House,21106,42,1,AR,200,0,1,"CRAWFORD, Rick",C001087,1966,,0.381,0.469,-100.57337,0.91132,1083,39,,0.432,0.364
114,House,21108,42,3,AR,200,0,1,"WOMACK, Steve",W000809,1957,,0.347,0.567,-66.24808,0.94281,1125,20,,0.346,0.838
114,House,21503,42,2,AR,200,0,1,"HILL, French",H001072,1956,,0.471,0.186,-114.78908,0.90267,1121,48,,0.466,0.177
114,House,21563,42,4,AR,200,0,1,"WESTERMAN, Bruce Eugene",W000821,1967,,0.548,0.315,-78.63669,0.93231,1122,31,,0.526,0.423
114,House,15448,71,12,CA,100,0,1,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-64.16851,0.94005,1038,23,,-0.499,-0.001
114,House,15621,71,48,CA,200,0,1,"ROHRABACHER, Dana",R000409,1947,,0.627,-0.419,-166.19981,0.86001,1102,75,,0.612,-0.501
114,House,20103,71,17,CA,100,0,1,"HONDA, Mike",H001034,1941,,-0.529,-0.482,-57.09059,0.95,1113,27,,-0.528,-0.6
114,House,20104,71,28,CA,100,0,1,"SCHIFF, Adam",S001150,1960,,-0.348,-0.131,-84.11868,0.92746,1117,29,,-0.409,-0.052
114,House,20107,71,49,CA,200,0,1,"ISSA, Darrell",I000056,1953,,0.506,-0.087,-139.74789,0.87925,1086,60,,0.501,-0.115
114,House,20108,71,53,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.106,-96.37177,0.91741,1118,33,,-0.384,0.071
114,House,20307,71,22,CA,200,0,1,"NUNES, Devin",N000181,1973,,0.447,0.198,-106.48514,0.90953,1123,45,,0.335,0.626
114,House,20310,71,38,CA,100,0,1,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.142,-61.66854,0.94562,1103,29,,-0.507,-0.115
114,House,20501,71,16,CA,100,0,1,"COSTA, Jim",C001059,1952,,-0.188,0.468,-416.03997,0.68103,1083,217,,-0.149,0.348
114,House,20538,71,6,CA,100,0,1,"MATSUI, Doris",M001163,1944,,-0.435,-0.175,-69.52739,0.9396,1116,27,,-0.433,-0.099
114,House,20702,71,9,CA,100,0,1,"McNERNEY, Jerry",M001166,1951,,-0.26,-0.146,-136.2921,0.88386,1104,44,,-0.346,-0.114
114,House,20703,71,23,CA,200,0,1,"MCCARTHY, Kevin",M001165,1965,,0.462,0.198,-84.91831,0.92641,1111,42,,0.475,0.363
114,House,20762,71,14,CA,100,0,1,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.383,-0.459,-90.34294,0.91649,1036,45,,-0.405,-0.311
114,House,20903,71,4,CA,200,0,1,"McCLINTOCK, Tom",M001177,1956,,0.751,-0.521,-125.52899,0.89406,1121,50,,0.711,-0.481
