year,district,black_pop,total_pop,white_pop
2011,"Congressional District 1 (112th Congress), Alabama",195366,693871,469202
2011,"Congressional District 2 (112th Congress), Alabama",215736,675534,433488
2011,"Congressional District 3 (112th Congress), Alabama",220342,683940,440065
2011,"Congressional District 4 (112th Congress), Alabama",36302,663272,598410
2011,"Congressional District 5 (112th Congress), Alabama",132512,724822,548779
2011,"Congressional District 6 (112th Congress), Alabama",99060,756153,618563
2011,"Congressional District 7 (112th Congress), Alabama",381777,605148,209603
2011,"Congressional District (at Large) (112th Congress), Alaska",23143,722718,482698
2011,"Congressional District 1 (112th Congress), Arizona",11525,782847,554034
2011,"Congressional District 2 (112th Congress), Arizona",35257,977812,836588
2011,"Congressional District 3 (112th Congress), Arizona",25376,744992,634457
2011,"Congressional District 4 (112th Congress), Arizona",61293,706413,494054
2011,"Congressional District 5 (112th Congress), Arizona",29496,670825,555543
2011,"Congressional District 6 (112th Congress), Arizona",36529,976065,820528
2011,"Congressional District 7 (112th Congress), Arizona",36789,848389,606217
2011,"Congressional District 8 (112th Congress), Arizona",29675,775162,639606
2011,"Congressional District 1 (112th Congress), Arkansas",115828,689463,553463
2011,"Congressional District 2 (112th Congress), Arkansas",162731,761152,557714
2011,"Congressional District 3 (112th Congress), Arkansas",23280,835605,721911
2011,"Congressional District 4 (112th Congress), Arkansas",161525,651759,463160
2011,"Congressional District 1 (112th Congress), California",11986,706481,544284
2011,"Congressional District 2 (112th Congress), California",11758,706272,575471
2011,"Congressional District 3 (112th Congress), California",49472,794092,561630
2011,"Congressional District 4 (112th Congress), California",10487,782874,664869
2011,"Congressional District 5 (112th Congress), California",94920,714409,361859
2011,"Congressional District 6 (112th Congress), California",14748,670074,534184
2011,"Congressional District 7 (112th Congress), California",96471,665450,358480
2011,"Congressional District 8 (112th Congress), California",45454,679309,341888
2011,"Congressional District 9 (112th Congress), California",133075,653676,319163
2011,"Congressional District 10 (112th Congress), California",57598,725592,480798
2011,"Congressional District 11 (112th Congress), California",34898,796102,544581
2011,"Congressional District 12 (112th Congress), California",14473,654689,342182
2011,"Congressional District 13 (112th Congress), California",49824,678312,253858
2011,"Congressional District 14 (112th Congress), California",16282,665921,442677
2011,"Congressional District 15 (112th Congress), California",16947,696695,336336
2011,"Congressional District 16 (112th Congress), California",22485,675185,333830
2011,"Congressional District 17 (112th Congress), California",15705,672672,513631
2011,"Congressional District 18 (112th Congress), California",46826,740984,481920
2011,"Congressional District 19 (112th Congress), California",23903,767195,580098
2011,"Congressional District 20 (112th Congress), California",41955,742267,456332
2011,"Congressional District 21 (112th Congress), California",22910,798337,556259
2011,"Congressional District 22 (112th Congress), California",56057,801041,614476
2011,"Congressional District 23 (112th Congress), California",13227,697463,534518
2011,"Congressional District 24 (112th Congress), California",12761,694489,537963
2011,"Congressional District 25 (112th Congress), California",76997,854447,527396
2011,"Congressional District 26 (112th Congress), California",29294,699167,411069
2011,"Congressional District 27 (112th Congress), California",26336,703110,436680
2011,"Congressional District 28 (112th Congress), California",27324,644752,437365
2011,"Congressional District 29 (112th Congress), California",27216,647037,382273
2011,"Congressional District 30 (112th Congress), California",22354,685737,525878
2011,"Congressional District 31 (112th Congress), California",25095,614639,230623
2011,"Congressional District 32 (112th Congress), California",13670,634455,287146
2011,"Congressional District 33 (112th Congress), California",155552,644532,225897
2011,"Congressional District 34 (112th Congress), California",32827,653918,385643
2011,"Congressional District 35 (112th Congress), California",188018,657373,257828
2011,"Congressional District 36 (112th Congress), California",28370,668270,438824
2011,"Congressional District 37 (112th Congress), California",137193,664264,287508
2011,"Congressional District 38 (112th Congress), California",22618,646263,371329
2011,"Congressional District 39 (112th Congress), California",33564,645865,282781
2011,"Congressional District 40 (112th Congress), California",19487,694328,409612
2011,"Congressional District 41 (112th Congress), California",56025,787838,555248
2011,"Congressional District 42 (112th Congress), California",15803,672041,427132
2011,"Congressional District 43 (112th Congress), California",68543,759934,443291
2011,"Congressional District 44 (112th Congress), California",48073,868555,585459
2011,"Congressional District 45 (112th Congress), California",67323,936555,640128
2011,"Congressional District 46 (112th Congress), California",13831,656732,433723
2011,"Congressional District 47 (112th Congress), California",10936,637759,336459
2011,"Congressional District 48 (112th Congress), California",8855,736274,505293
2011,"Congressional District 49 (112th Congress), California",35618,812538,559932
2011,"Congressional District 50 (112th Congress), California",16147,774700,576514
2011,"Congressional District 51 (112th Congress), California",57596,774308,468667
2011,"Congressional District 52 (112th Congress), California",26919,671425,533905
2011,"Congressional District 53 (112th Congress), California",48099,665515,463503
2011,"Congressional District 1 (112th Congress), Colorado",64023,680107,491425
2011,"Congressional District 2 (112th Congress), Colorado",8901,740269,646663
2011,"Congressional District 3 (112th Congress), Colorado",6295,705110,623223
2011,"Congressional District 4 (112th Congress), Colorado",8950,740121,669507
2011,"Congressional District 5 (112th Congress), Colorado",41407,738236,611129
2011,"Congressional District 6 (112th Congress), Colorado",26112,816759,718557
2011,"Congressional District 7 (112th Congress), Colorado",47555,696194,557683
2011,"Congressional District 1 (112th Congress), Connecticut",102310,712871,516847
2011,"Congressional District 2 (112th Congress), Connecticut",30245,725192,634309
2011,"Congressional District 3 (112th Congress), Connecticut",93133,714225,542290
2011,"Congressional District 4 (112th Congress), Connecticut",87114,719739,533051
2011,"Congressional District 5 (112th Congress), Connecticut",46881,708682,560674
2011,"Congressional District (at Large) (112th Congress), Delaware",193899,907135,636680
2011,"Delegate District (at Large) (112th Congress), District of Columbia",309845,617996,246505
2011,"Congressional District 1 (112th Congress), Florida",95314,699207,542468
2011,"Congressional District 2 (112th Congress), Florida",167435,744899,530189
2011,"Congressional District 3 (112th Congress), Florida",358016,666695,249719
2011,"Congressional District 4 (112th Congress), Florida",112002,742076,571259
2011,"Congressional District 5 (112th Congress), Florida",63764,958669,846560
2011,"Congressional District 6 (112th Congress), Florida",122133,822600,638199
2011,"Congressional District 7 (112th Congress), Florida",85882,821830,672733
2011,"Congressional District 8 (112th Congress), Florida",81460,815476,625490
2011,"Congressional District 9 (112th Congress), Florida",45999,768718,659259
2011,"Congressional District 10 (112th Congress), Florida",35675,624011,543230
2011,"Congressional District 11 (112th Congress), Florida",196161,690906,424820
2011,"Congressional District 12 (112th Congress), Florida",137417,846004,636803
2011,"Congressional District 13 (112th Congress), Florida",40412,764425,676466
2011,"Congressional District 14 (112th Congress), Florida",58965,875767,752932
2011,"Congressional District 15 (112th Congress), Florida",79389,843723,694846
2011,"Congressional District 16 (112th Congress), Florida",74097,794835,654200
2011,"Congressional District 17 (112th Congress), Florida",390715,661558,228604
2011,"Congressional District 18 (112th Congress), Florida",60519,727502,610551
2011,"Congressional District 19 (112th Congress), Florida",96696,760894,612529
2011,"Congressional District 20 (112th Congress), Florida",91673,700307,536637
2011,"Congressional District 21 (112th Congress), Florida",53680,701854,604034
2011,"Congressional District 22 (112th Congress), Florida",48135,695449,608637
2011,"Congressional District 23 (112th Congress), Florida",391140,689070,252623
2011,"Congressional District 24 (112th Congress), Florida",66177,789790,651166
2011,"Congressional District 25 (112th Congress), Florida",93772,851277,711943
2011,"Congressional District 1 (112th Congress), Georgia",184997,735383,501617
2011,"Congressional District 2 (112th Congress), Georgia",306359,632258,293234
2011,"Congressional District 3 (112th Congress), Georgia",207485,829671,578353
2011,"Congressional District 4 (112th Congress), Georgia",374049,685281,196507
2011,"Congressional District 5 (112th Congress), Georgia",323134,644292,270161
2011,"Congressional District 6 (112th Congress), Georgia",84931,780376,601618
2011,"Congressional District 7 (112th Congress), Georgia",211877,916989,542622
2011,"Congressional District 8 (112th Congress), Georgia",249477,713489,426987
2011,"Congressional District 9 (112th Congress), Georgia",34164,836056,753297
2011,"Congressional District 10 (112th Congress), Georgia",150873,742206,551044
2011,"Congressional District 11 (112th Congress), Georgia",134919,788188,607539
2011,"Congressional District 12 (112th Congress), Georgia",307187,704835,364791
2011,"Congressional District 13 (112th Congress), Georgia",452475,806186,274191
2011,"Congressional District 1 (112th Congress), Hawaii",14826,667617,116245
2011,"Congressional District 2 (112th Congress), Hawaii",11455,707193,227107
2011,"Congressional District 1 (112th Congress), Idaho",3216,851403,794796
2011,"Congressional District 2 (112th Congress), Idaho",5176,733582,670688
2011,"Congressional District 1 (112th Congress), Illinois",356304,583816,179948
2011,"Congressional District 2 (112th Congress), Illinois",422404,608841,139679
2011,"Congressional District 3 (112th Congress), Illinois",40255,666107,482083
2011,"Congressional District 4 (112th Congress), Illinois",26109,614968,365636
2011,"Congressional District 5 (112th Congress), Illinois",15871,653260,484057
2011,"Congressional District 6 (112th Congress), Illinois",28454,660925,510781
2011,"Congressional District 7 (112th Congress), Illinois",329562,628811,223433
2011,"Congressional District 8 (112th Congress), Illinois",36590,737203,580851
