year,district,bach_deg_num,median_HH_income,high_school_num
2010,"Congressional District 1 (111th Congress), Alabama",67941,21250,150659
2010,"Congressional District 2 (111th Congress), Alabama",53603,21548,144872
2010,"Congressional District 3 (111th Congress), Alabama",52679,18407,143273
2010,"Congressional District 4 (111th Congress), Alabama",35033,19149,153978
2010,"Congressional District 5 (111th Congress), Alabama",79791,23489,131734
2010,"Congressional District 6 (111th Congress), Alabama",108354,28291,132778
2010,"Congressional District 7 (111th Congress), Alabama",42462,16835,130911
2010,"Congressional District (at Large) (111th Congress), Alaska",83346,28202,114055
2010,"Congressional District 1 (111th Congress), Arizona",60928,19297,142844
2010,"Congressional District 2 (111th Congress), Arizona",92892,26093,185782
2010,"Congressional District 3 (111th Congress), Arizona",104476,30117,108157
2010,"Congressional District 4 (111th Congress), Arizona",34961,20248,114509
2010,"Congressional District 5 (111th Congress), Arizona",121210,30455,80843
2010,"Congressional District 6 (111th Congress), Arizona",119002,28326,152816
2010,"Congressional District 7 (111th Congress), Arizona",49330,20230,142359
2010,"Congressional District 8 (111th Congress), Arizona",109090,26643,112887
2010,"Congressional District 1 (111th Congress), Arkansas",42418,18116,171244
2010,"Congressional District 2 (111th Congress), Arkansas",85053,23840,153591
2010,"Congressional District 3 (111th Congress), Arkansas",79818,21567,173575
2010,"Congressional District 4 (111th Congress), Arkansas",45599,18481,165666
2010,"Congressional District 1 (111th Congress), California",81294,23030,107321
2010,"Congressional District 2 (111th Congress), California",64447,20787,116407
2010,"Congressional District 3 (111th Congress), California",100551,29448,114832
2010,"Congressional District 4 (111th Congress), California",109109,28615,125495
2010,"Congressional District 5 (111th Congress), California",71247,22431,96587
2010,"Congressional District 6 (111th Congress), California",115331,31114,79342
2010,"Congressional District 7 (111th Congress), California",72196,28334,108476
2010,"Congressional District 8 (111th Congress), California",163882,34263,75026
2010,"Congressional District 9 (111th Congress), California",103730,27214,71700
2010,"Congressional District 10 (111th Congress), California",123480,35399,89944
2010,"Congressional District 11 (111th Congress), California",107225,31611,105105
2010,"Congressional District 12 (111th Congress), California",130312,38257,77281
2010,"Congressional District 13 (111th Congress), California",104845,32656,110480
2010,"Congressional District 14 (111th Congress), California",126352,41289,56771
2010,"Congressional District 15 (111th Congress), California",129336,36767,73840
2010,"Congressional District 16 (111th Congress), California",93322,28869,85874
2010,"Congressional District 17 (111th Congress), California",64363,22456,80985
2010,"Congressional District 18 (111th Congress), California",30833,17478,113390
2010,"Congressional District 19 (111th Congress), California",69548,23275,120529
2010,"Congressional District 20 (111th Congress), California",23903,15329,99463
2010,"Congressional District 21 (111th Congress), California",54759,20370,105669
2010,"Congressional District 22 (111th Congress), California",64545,25705,129328
2010,"Congressional District 23 (111th Congress), California",69707,21745,77472
2010,"Congressional District 24 (111th Congress), California",96946,31989,87837
2010,"Congressional District 25 (111th Congress), California",70602,25009,119774
2010,"Congressional District 26 (111th Congress), California",102610,31809,92736
2010,"Congressional District 27 (111th Congress), California",98846,25976,99506
2010,"Congressional District 28 (111th Congress), California",79246,21959,82225
2010,"Congressional District 29 (111th Congress), California",113884,25834,82818
2010,"Congressional District 30 (111th Congress), California",169762,41493,57297
2010,"Congressional District 31 (111th Congress), California",55580,16766,79451
2010,"Congressional District 32 (111th Congress), California",47000,20408,102556
2010,"Congressional District 33 (111th Congress), California",99298,21575,80316
2010,"Congressional District 34 (111th Congress), California",33897,17379,89442
2010,"Congressional District 35 (111th Congress), California",48520,21239,91133
2010,"Congressional District 36 (111th Congress), California",125419,31917,72414
2010,"Congressional District 37 (111th Congress), California",52559,20944,85428
2010,"Congressional District 38 (111th Congress), California",43189,20957,101932
2010,"Congressional District 39 (111th Congress), California",45308,22181,98942
2010,"Congressional District 40 (111th Congress), California",94666,26942,90193
2010,"Congressional District 41 (111th Congress), California",59837,24042,138027
2010,"Congressional District 42 (111th Congress), California",116212,34795,84407
2010,"Congressional District 43 (111th Congress), California",32288,19659,115307
2010,"Congressional District 44 (111th Congress), California",89164,26191,108762
2010,"Congressional District 45 (111th Congress), California",74150,22420,146222
2010,"Congressional District 46 (111th Congress), California",113314,32320,74555
2010,"Congressional District 47 (111th Congress), California",45468,20370,82178
2010,"Congressional District 48 (111th Congress), California",166546,40736,64527
2010,"Congressional District 49 (111th Congress), California",74128,25597,111491
2010,"Congressional District 50 (111th Congress), California",137954,31841,76704
2010,"Congressional District 51 (111th Congress), California",62193,22103,105006
2010,"Congressional District 52 (111th Congress), California",88643,31299,96946
2010,"Congressional District 53 (111th Congress), California",99329,25472,72964
2010,"Congressional District 1 (111th Congress), Colorado",114891,26232,91556
2010,"Congressional District 2 (111th Congress), Colorado",126251,30541,99534
2010,"Congressional District 3 (111th Congress), Colorado",85087,22920,131917
2010,"Congressional District 4 (111th Congress), Colorado",98830,25258,111324
2010,"Congressional District 5 (111th Congress), Colorado",96766,26332,110238
2010,"Congressional District 6 (111th Congress), Colorado",171701,39539,95330
2010,"Congressional District 7 (111th Congress), Colorado",85529,26494,119427
2010,"Congressional District 1 (111th Congress), Connecticut",98372,30795,139775
2010,"Congressional District 2 (111th Congress), Connecticut",86922,32086,149801
2010,"Congressional District 3 (111th Congress), Connecticut",84606,29695,153551
2010,"Congressional District 4 (111th Congress), Connecticut",124995,34124,102064
2010,"Congressional District 5 (111th Congress), Connecticut",97095,29240,142427
2010,"Congressional District (at Large) (111th Congress), Delaware",99400,27865,196159
2010,"Delegate District (at Large) (111th Congress), District of Columbia",96573,35487,84569
2010,"Congressional District 1 (111th Congress), Florida",66627,22347,133857
2010,"Congressional District 2 (111th Congress), Florida",76296,21934,141550
2010,"Congressional District 3 (111th Congress), Florida",38822,18338,139042
2010,"Congressional District 4 (111th Congress), Florida",92118,27038,150815
2010,"Congressional District 5 (111th Congress), Florida",96116,21613,243250
2010,"Congressional District 6 (111th Congress), Florida",79524,22951,169064
2010,"Congressional District 7 (111th Congress), Florida",108471,24309,154279
2010,"Congressional District 8 (111th Congress), Florida",106343,22725,156476
2010,"Congressional District 9 (111th Congress), Florida",103946,25318,150682
2010,"Congressional District 10 (111th Congress), Florida",90615,25351,146232
2010,"Congressional District 11 (111th Congress), Florida",74595,21645,134130
2010,"Congressional District 12 (111th Congress), Florida",75677,21879,183848
2010,"Congressional District 13 (111th Congress), Florida",91200,23266,188266
2010,"Congressional District 14 (111th Congress), Florida",107652,24386,194123
2010,"Congressional District 15 (111th Congress), Florida",89820,22565,188457
2010,"Congressional District 16 (111th Congress), Florida",84540,22365,180788
2010,"Congressional District 17 (111th Congress), Florida",45058,17966,135498
2010,"Congressional District 18 (111th Congress), Florida",93729,19397,129126
2010,"Congressional District 19 (111th Congress), Florida",100717,24100,158511
2010,"Congressional District 20 (111th Congress), Florida",103662,27999,124760
2010,"Congressional District 21 (111th Congress), Florida",80768,20496,138414
2010,"Congressional District 22 (111th Congress), Florida",126695,31022,129042
2010,"Congressional District 23 (111th Congress), Florida",48764,19062,144192
2010,"Congressional District 24 (111th Congress), Florida",105943,25201,149330
2010,"Congressional District 25 (111th Congress), Florida",84178,21821,152852
2010,"Congressional District 1 (111th Congress), Georgia",56967,21407,157945
2010,"Congressional District 2 (111th Congress), Georgia",33644,18132,143118
2010,"Congressional District 3 (111th Congress), Georgia",87577,26015,164282
2010,"Congressional District 4 (111th Congress), Georgia",76562,22588,107282
2010,"Congressional District 5 (111th Congress), Georgia",108051,23984,87671
2010,"Congressional District 6 (111th Congress), Georgia",175756,37089,83390
2010,"Congressional District 7 (111th Congress), Georgia",133098,29439,146768
2010,"Congressional District 8 (111th Congress), Georgia",49877,22240,163975
2010,"Congressional District 9 (111th Congress), Georgia",80985,22311,174136
2010,"Congressional District 10 (111th Congress), Georgia",72633,21654,144846
2010,"Congressional District 11 (111th Congress), Georgia",83994,24161,155531
2010,"Congressional District 12 (111th Congress), Georgia",47522,19762,162413
2010,"Congressional District 13 (111th Congress), Georgia",86976,25310,133619
2010,"Congressional District 1 (111th Congress), Hawaii",104088,30712,120891
2010,"Congressional District 2 (111th Congress), Hawaii",80276,27641,144372
