year,district,black_pop,total_pop,white_pop
2014,"Congressional District 1 (114th Congress), Alabama",194320,696783,468456
2014,"Congressional District 2 (114th Congress), Alabama",209361,678622,443780
2014,"Congressional District 3 (114th Congress), Alabama",183400,706574,492627
2014,"Congressional District 4 (114th Congress), Alabama",46899,683372,596472
2014,"Congressional District 5 (114th Congress), Alabama",121562,706373,542208
2014,"Congressional District 6 (114th Congress), Alabama",100977,696788,552743
2014,"Congressional District 7 (114th Congress), Alabama",435307,680865,223987
2014,"Congressional District (at Large) (114th Congress), Alaska",24790,736732,483584
2014,"Congressional District 1 (114th Congress), Arizona",18230,739373,486153
2014,"Congressional District 2 (114th Congress), Arizona",25792,713036,580233
2014,"Congressional District 3 (114th Congress), Arizona",33858,757119,562263
2014,"Congressional District 4 (114th Congress), Arizona",13189,734258,650401
2014,"Congressional District 5 (114th Congress), Arizona",20944,781441,670857
2014,"Congressional District 6 (114th Congress), Arizona",16303,737185,633444
2014,"Congressional District 7 (114th Congress), Arizona",72178,763089,480612
2014,"Congressional District 8 (114th Congress), Arizona",39115,760904,640193
2014,"Congressional District 9 (114th Congress), Arizona",40909,745079,569179
2014,"Congressional District 1 (114th Congress), Arkansas",132462,723492,570516
2014,"Congressional District 2 (114th Congress), Arkansas",168144,756326,552349
2014,"Congressional District 3 (114th Congress), Arkansas",23716,767904,661353
2014,"Congressional District 4 (114th Congress), Arkansas",143909,718647,538254
2014,"Congressional District 1 (114th Congress), California",10733,710428,609675
2014,"Congressional District 2 (114th Congress), California",11582,720049,574227
2014,"Congressional District 3 (114th Congress), California",42871,720104,470612
2014,"Congressional District 4 (114th Congress), California",8767,719688,620463
2014,"Congressional District 5 (114th Congress), California",48319,722814,468352
2014,"Congressional District 6 (114th Congress), California",97571,737671,379085
2014,"Congressional District 7 (114th Congress), California",52695,736555,486767
2014,"Congressional District 8 (114th Congress), California",58369,715953,541202
2014,"Congressional District 9 (114th Congress), California",72607,738320,403121
2014,"Congressional District 10 (114th Congress), California",18508,732084,537662
2014,"Congressional District 11 (114th Congress), California",56275,739693,458725
2014,"Congressional District 12 (114th Congress), California",38702,736123,367300
2014,"Congressional District 13 (114th Congress), California",129675,743310,331662
2014,"Congressional District 14 (114th Congress), California",25732,753002,347939
2014,"Congressional District 15 (114th Congress), California",49314,753911,360146
2014,"Congressional District 16 (114th Congress), California",42512,718849,409083
2014,"Congressional District 17 (114th Congress), California",20377,756995,250694
2014,"Congressional District 18 (114th Congress), California",16564,734378,478871
2014,"Congressional District 19 (114th Congress), California",20800,746211,352028
2014,"Congressional District 20 (114th Congress), California",13877,732074,569208
2014,"Congressional District 21 (114th Congress), California",26559,712295,507568
2014,"Congressional District 22 (114th Congress), California",26582,739418,538102
2014,"Congressional District 23 (114th Congress), California",54909,747914,566921
2014,"Congressional District 24 (114th Congress), California",14076,726519,589206
2014,"Congressional District 25 (114th Congress), California",59327,718796,454790
2014,"Congressional District 26 (114th Congress), California",12625,725795,583740
2014,"Congressional District 27 (114th Congress), California",29000,714911,283221
2014,"Congressional District 28 (114th Congress), California",15682,721435,482278
2014,"Congressional District 29 (114th Congress), California",27285,718633,398751
2014,"Congressional District 30 (114th Congress), California",40637,754331,503027
2014,"Congressional District 31 (114th Congress), California",76524,738321,456059
2014,"Congressional District 32 (114th Congress), California",24177,735945,333747
2014,"Congressional District 33 (114th Congress), California",15178,714411,533125
2014,"Congressional District 34 (114th Congress), California",29134,720406,307589
2014,"Congressional District 35 (114th Congress), California",45163,732845,351243
2014,"Congressional District 36 (114th Congress), California",31410,746522,509325
2014,"Congressional District 37 (114th Congress), California",161195,723724,323503
2014,"Congressional District 38 (114th Congress), California",26218,720208,356390
2014,"Congressional District 39 (114th Congress), California",17252,716854,381654
2014,"Congressional District 40 (114th Congress), California",35286,713940,387047
2014,"Congressional District 41 (114th Congress), California",62459,739287,391578
2014,"Congressional District 42 (114th Congress), California",48344,754191,507575
2014,"Congressional District 43 (114th Congress), California",174988,731916,275481
2014,"Congressional District 44 (114th Congress), California",114881,726147,329140
2014,"Congressional District 45 (114th Congress), California",14889,763368,485882
2014,"Congressional District 46 (114th Congress), California",10311,730783,441838
2014,"Congressional District 47 (114th Congress), California",50753,718747,409600
2014,"Congressional District 48 (114th Congress), California",7985,726491,473787
2014,"Congressional District 49 (114th Congress), California",17386,728456,582666
2014,"Congressional District 50 (114th Congress), California",20508,737332,572093
2014,"Congressional District 51 (114th Congress), California",50510,720935,464135
2014,"Congressional District 52 (114th Congress), California",23841,759602,523582
2014,"Congressional District 53 (114th Congress), California",58757,753810,492579
2014,"Congressional District 1 (114th Congress), Colorado",65822,788694,630280
2014,"Congressional District 2 (114th Congress), Colorado",6821,765721,695480
2014,"Congressional District 3 (114th Congress), Colorado",6581,729368,643028
2014,"Congressional District 4 (114th Congress), Colorado",12349,768242,683435
2014,"Congressional District 5 (114th Congress), Colorado",40619,759664,613785
2014,"Congressional District 6 (114th Congress), Colorado",70636,772966,575067
2014,"Congressional District 7 (114th Congress), Colorado",12618,771211,679306
2014,"Congressional District 1 (114th Congress), Connecticut",108744,711205,502787
2014,"Congressional District 2 (114th Congress), Connecticut",30758,710798,612355
2014,"Congressional District 3 (114th Congress), Connecticut",95010,720986,539395
2014,"Congressional District 4 (114th Congress), Connecticut",89499,740215,536542
2014,"Congressional District 5 (114th Congress), Connecticut",47846,713473,572870
2014,"Congressional District (at Large) (114th Congress), Delaware",203326,935614,647533
2014,"Delegate District (at Large) (114th Congress), District of Columbia",321346,658893,265077
2014,"Congressional District 1 (114th Congress), Florida",100582,743897,571711
2014,"Congressional District 2 (114th Congress), Florida",177955,711296,493170
2014,"Congressional District 3 (114th Congress), Florida",90160,716034,573217
2014,"Congressional District 4 (114th Congress), Florida",97417,714880,554431
2014,"Congressional District 5 (114th Congress), Florida",392641,742217,288736
2014,"Congressional District 6 (114th Congress), Florida",67929,736069,627765
2014,"Congressional District 7 (114th Congress), Florida",77123,735643,588945
2014,"Congressional District 8 (114th Congress), Florida",74102,715672,596149
2014,"Congressional District 9 (114th Congress), Florida",80574,769993,569188
2014,"Congressional District 10 (114th Congress), Florida",89276,758350,591441
2014,"Congressional District 11 (114th Congress), Florida",62350,728133,629693
2014,"Congressional District 12 (114th Congress), Florida",38081,729937,642401
2014,"Congressional District 13 (114th Congress), Florida",42667,707503,610496
2014,"Congressional District 14 (114th Congress), Florida",191383,757963,474776
2014,"Congressional District 15 (114th Congress), Florida",102476,724176,538561
2014,"Congressional District 16 (114th Congress), Florida",49965,744076,658645
2014,"Congressional District 17 (114th Congress), Florida",64507,725251,608499
2014,"Congressional District 18 (114th Congress), Florida",94271,731704,591226
2014,"Congressional District 19 (114th Congress), Florida",61153,753542,652444
2014,"Congressional District 20 (114th Congress), Florida",387128,745656,307618
2014,"Congressional District 21 (114th Congress), Florida",95012,742664,579711
2014,"Congressional District 22 (114th Congress), Florida",91699,731165,585590
2014,"Congressional District 23 (114th Congress), Florida",86427,730033,565313
2014,"Congressional District 24 (114th Congress), Florida",427161,741950,266289
2014,"Congressional District 25 (114th Congress), Florida",54302,745358,637143
2014,"Congressional District 26 (114th Congress), Florida",70410,749692,646991
2014,"Congressional District 27 (114th Congress), Florida",54409,760443,663711
2014,"Congressional District 1 (114th Congress), Georgia",217114,729328,454517
2014,"Congressional District 2 (114th Congress), Georgia",352856,685342,294263
2014,"Congressional District 3 (114th Congress), Georgia",177251,725530,503728
2014,"Congressional District 4 (114th Congress), Georgia",416824,728367,228266
2014,"Congressional District 5 (114th Congress), Georgia",428900,738016,244573
2014,"Congressional District 6 (114th Congress), Georgia",100526,732089,518393
2014,"Congressional District 7 (114th Congress), Georgia",141798,752996,442553
2014,"Congressional District 8 (114th Congress), Georgia",217811,705698,456101
2014,"Congressional District 9 (114th Congress), Georgia",53367,717371,620486
2014,"Congressional District 10 (114th Congress), Georgia",190746,713570,489442
2014,"Congressional District 11 (114th Congress), Georgia",127756,725169,530232
2014,"Congressional District 12 (114th Congress), Georgia",250356,701628,412025
2014,"Congressional District 13 (114th Congress), Georgia",420245,741383,253307
2014,"Congressional District 14 (114th Congress), Georgia",68070,700856,596031
2014,"Congressional District 1 (114th Congress), Hawaii",16599,707541,131131
2014,"Congressional District 2 (114th Congress), Hawaii",14130,712020,229580
2014,"Congressional District 1 (114th Congress), Idaho",3262,834295,777990
2014,"Congressional District 2 (114th Congress), Idaho",8092,800169,720117
2014,"Congressional District 1 (114th Congress), Illinois",366890,717741,294595
2014,"Congressional District 2 (114th Congress), Illinois",393634,707817,275773
2014,"Congressional District 3 (114th Congress), Illinois",30458,730269,560358
2014,"Congressional District 4 (114th Congress), Illinois",34949,725616,424266
2014,"Congressional District 5 (114th Congress), Illinois",19244,717666,585330
