congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,President,99912,99,0,USA,200,0,0,"TRUMP, Donald John",,1946,,,,,,,,,,
115,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.338,0.446,-100.48023,0.89535,909,61,,0.396,0.438
115,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.39,0.404,-88.67995,0.90288,868,33,,-0.399,0.359
115,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.367,0.659,-62.38534,0.93332,904,22,,0.407,0.546
115,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.601,-0.428,-147.64357,0.84391,870,69,,0.659,-0.542
115,House,21376,41,1,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.544,0.304,-59.13126,0.93781,921,18,,0.58,0.378
115,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.778,-0.092,-62.13037,0.93393,909,32,,0.744,0.073
115,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.361,0.587,-67.09248,0.92731,889,21,,0.392,0.548
115,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.279,0.014,-191.19675,0.80746,894,87,,0.271,0.325
115,House,20304,61,8,AZ,200,,,"FRANKS, Trent",F000448,1957,,0.749,0.087,-45.67247,0.91933,543,23,,0.621,-0.006
115,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.243,-40.32676,0.95526,881,10,,-0.633,-0.199
115,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.62,-0.345,-151.26355,0.84124,875,76,,0.986,-0.166
115,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.633,-0.325,-104.121,0.89288,919,32,,0.578,-0.273
115,House,21300,61,9,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.107,0.057,-264.04795,0.74103,881,136,,-0.097,0.126
115,House,21501,61,2,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.345,-0.001,-137.07754,0.85988,908,82,,0.387,-0.017
115,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.455,-0.018,-96.49036,0.89791,896,37,,-0.436,0.001
115,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.895,-0.446,-155.3612,0.84462,920,89,,0.991,-0.136
115,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.166,0.125,-189.68975,0.81295,916,85,,-0.166,0.127
115,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.735,0.081,-16.88271,0.92275,210,7,,0.735,0.08
115,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.381,0.469,-67.85946,0.92698,895,25,,0.504,0.319
115,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.347,0.567,-68.27555,0.9287,923,20,,0.439,0.349
115,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.471,0.186,-85.51961,0.91049,912,44,,0.481,0.202
115,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.548,0.315,-58.53826,0.93842,921,19,,0.602,0.201
115,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-61.75772,0.92754,821,40,,-0.439,-0.191
115,House,15621,71,48,CA,200,,,"ROHRABACHER, Dana",R000409,1947,,0.627,-0.419,-181.47914,0.81554,890,72,,0.64,-0.602
115,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.348,-0.131,-73.59144,0.92296,918,30,,-0.396,-0.084
115,House,20107,71,49,CA,200,,,"ISSA, Darrell",I000056,1953,,0.506,-0.087,-95.61939,0.89802,889,39,,0.454,-0.111
115,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.106,-76.76606,0.91763,893,33,,-0.323,-0.284
115,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.447,0.198,-66.93946,0.92938,914,25,,0.375,0.497
115,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.142,-58.40283,0.93697,897,24,,-0.537,0.099
115,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.188,0.468,-222.06298,0.75709,798,104,,-0.199,0.475
115,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.435,-0.175,-82.61347,0.91294,907,43,,-0.4,-0.141
115,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.26,-0.146,-110.65651,0.88394,897,39,,-0.303,-0.269
115,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.462,0.198,-61.42821,0.93472,910,17,,0.467,0.243
115,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.383,-0.459,-80.43274,0.90296,788,28,,-0.357,-0.541
115,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.751,-0.521,-119.11192,0.87831,918,42,,0.767,-0.453
115,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.49,-0.375,-55.80598,0.94001,902,22,,-0.459,-0.731
115,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.096,-121.42025,0.87366,899,48,,-0.293,-0.104
115,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.513,0.141,-110.8161,0.88487,906,47,,0.524,-0.097
115,House,21109,71,10,CA,200,,,"DENHAM, Jeff",D000612,1967,,0.306,0.211,-101.23768,0.89417,905,64,,0.238,0.532
115,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.586,-0.096,-54.31781,0.93788,847,15,,-0.697,0.06
115,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.55,0.095,-80.40748,0.91462,901,27,,0.512,0.102
115,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.427,-0.53,-80.2554,0.91178,869,35,,-0.429,-0.713
115,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.228,0.005,-136.30401,0.86257,922,67,,-0.259,0.189
115,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.39,0.173,-90.90651,0.90611,922,34,,0.349,0.147
115,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.363,-0.118,-105.68055,0.88921,900,57,,-0.352,-0.22
115,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.254,0.413,-75.34444,0.92079,913,53,,0.252,0.725
115,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.283,0.048,-94.78739,0.90077,907,49,,-0.315,0.102
115,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.379,0.022,-97.12004,0.89426,869,34,,-0.424,0.186
115,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.238,0.061,-126.19161,0.87183,920,57,,-0.266,0.112
115,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.466,-0.255,-68.27987,0.92702,901,34,,-0.484,-0.597
115,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.357,-68.88849,0.92623,899,35,,-0.479,-0.352
115,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.396,0.122,-88.90467,0.90574,898,31,,-0.456,0.146
115,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.176,-0.061,-195.06499,0.80649,907,99,,-0.178,0.008
115,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.534,-0.345,-66.29244,0.92989,912,32,,-0.571,-0.475
115,House,21505,71,25,CA,200,,,"KNIGHT, Steve",K000387,1966,,0.398,0.185,-100.14171,0.89687,920,64,,0.312,0.354
115,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.284,0.129,-106.02919,0.89013,911,51,,-0.305,0.11
115,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.36,-0.253,-115.78276,0.87067,836,65,,-0.416,0.1
